ProductCode	MasterProductCode	ProductName	ProductAlternateName	UPC	SKU	ProductDescription	ProductAlternateDescription	ManufacturerCode	ManufacturerName	ManufacturerAlternateName	ProductHierarchyLevel1Code	ProductHierarchyLevel1Name	ProductHierarchyLevel1AlternateName	ProductHierarchyLevel2Code	ProductHierarchyLevel2Name	ProductHierarchyLevel2AlternateName	ProductHierarchyLevel3Code	ProductHierarchyLevel3Name	ProductHierarchyLevel3AlternateName	ProductHierarchyLevel4Code	ProductHierarchyLevel4Name	ProductHierarchyLevel4AlternateName	ProductHierarchyLevel5Code	ProductHierarchyLevel5Name	ProductHierarchyLevel5AlternateName	BrandHierarchyLevel1Code	BrandHierarchyLevel1Name	BrandHierarchyLevel1AlternateName	BrandHierarchyLevel2Code	BrandHierarchyLevel2Name	BrandHierarchyLevel2AlternateName	ProductUnitSizeCode	ProductUnitSizeName	ProductUnitSizeAlternateName	ProductUnitSize	ProductUnitUOM	PackageType	PackageSize	PackageUOM	PackageUnits	IsControlLabel	ProductCustomAttribute1Name	ProductCustomAttribute1Value	ProductCustomAttribute1AlternateValue	ProductCustomAttribute2Name	ProductCustomAttribute2Value	ProductCustomAttribute2AlternateValue	ProductCustomAttribute3Name	ProductCustomAttribute3Value	ProductCustomAttribute3AlternateValue	ProductCustomAttribute4Name	ProductCustomAttribute4Value	ProductCustomAttribute4AlternateValue	ProductCustomAttribute5Name	ProductCustomAttribute5Value	ProductCustomAttribute5AlternateValue	ProductCustomAttribute6Name	ProductCustomAttribute6Value	ProductCustomAttribute6AlternateValue	ProductCustomAttribute7Name	ProductCustomAttribute7Value	ProductCustomAttribute7AlternateValue	ProductCustomAttribute8Name	ProductCustomAttribute8Value	ProductCustomAttribute8AlternateValue	ProductCustomAttribute9Name	ProductCustomAttribute9Value	ProductCustomAttribute9AlternateValue	ProductCustomAttribute10Name	ProductCustomAttribute10Value	ProductCustomAttribute10AlternateValue	VendorCode	VendorName	LargeClusterStatus	MediumClusterStatus	SmallClusterStatus	EqualizedUnitsConversionFactor
124247	124247	HOT BEVERAGE XL	OT BEVERAGE XLH-ay	5000124247	432-124247	HOT BEVERAGE XL	OT BEVERAGE XLH-ay	HOT BEVERAGES	HOT BEVERAGES	OT BEVERAGESH-ay	LOYALTY	LOYALTY	OYALTYL-ay	HOT BEVERAGES	HOT BEVERAGES	OT BEVERAGESH-ay	211	NEIGHBOURS HOT BEVERAGES	EIGHBOURS HOT BEVERAGESN-ay	211	NEIGHBOURS HOT BEVERAGES	EIGHBOURS HOT BEVERAGESN-ay	211	NEIGHBOURS HOT BEVERAGES	EIGHBOURS HOT BEVERAGESN-ay	NEIGHBOURS	NEIGHBOURS	EIGHBOURSN-ay	NEIGHBOURS	NEIGHBOURS	EIGHBOURSN-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	1	Custom Attribute 1	C1.1	1.1C-ay	C2.1	C2.1	2.1C-ay	C3.4	C3.4	3.4C-ay	C4.2	C4.2	4.2C-ay	C5.1	C5.1	5.1C-ay	C6.1	C6.1	6.1C-ay	C7.2	C7.2	7.2C-ay	C8.1	C8.1	8.1C-ay	C9.3	C9.3	9.3C-ay	C10.1	C10.1	10.1C-ay	HOT BEVERAGES	HOT BEVERAGES	Core	Core	Core	5
124266	124266	HOT BEVERAGE REG	OT BEVERAGE REGH-ay	5000124266	432-124266	HOT BEVERAGE REG	OT BEVERAGE REGH-ay	HOT BEVERAGES	HOT BEVERAGES	OT BEVERAGESH-ay	LOYALTY	LOYALTY	OYALTYL-ay	HOT BEVERAGES	HOT BEVERAGES	OT BEVERAGESH-ay	211	NEIGHBOURS HOT BEVERAGES	EIGHBOURS HOT BEVERAGESN-ay	211	NEIGHBOURS HOT BEVERAGES	EIGHBOURS HOT BEVERAGESN-ay	211	NEIGHBOURS HOT BEVERAGES	EIGHBOURS HOT BEVERAGESN-ay	NEIGHBOURS	NEIGHBOURS	EIGHBOURSN-ay	NEIGHBOURS	NEIGHBOURS	EIGHBOURSN-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	1	Custom Attribute 1	C1.1	1.1C-ay	Custom Attribute 2	C2.1	2.1C-ay	Custom Attribute 3	C3.1	3.1C-ay	Custom Attribute 4	C4.2	4.2C-ay	Custom Attribute 5	C5.1	5.1C-ay	Custom Attribute 6	C6.1	6.1C-ay	Custom Attribute 7	C7.1	7.1C-ay	Custom Attribute 8	C8.1	8.1C-ay	Custom Attribute 9	C9.4	9.4C-ay	Custom Attribute 10	C10.1	10.1C-ay	HOT BEVERAGES	HOT BEVERAGES	Core	Core	Core	6
125213	125213	MONTCLAIR WATER 500ML 12PK	ONTCLAIR WATER 500ML 12PKM-ay	5000125213	432-125213	MONTCLAIR WATER 500ML 12PK	ONTCLAIR WATER 500ML 12PKM-ay	NESTLE WATERS NORTH AMERICA	NESTLE WATERS NORTH AMERICA	ESTLE WATERS NORTH AMERICAN-ay	LOYALTY	LOYALTY	OYALTYL-ay	ALTERNATE BEVERAGES	ALTERNATE BEVERAGES	LTERNATE BEVERAGESA-ay	117	FLAT WATER	LAT WATERF-ay	117	FLAT WATER	LAT WATERF-ay	117	FLAT WATER	LAT WATERF-ay	MONTCLAIR	MONTCLAIR	ONTCLAIRM-ay	MONTCLAIR	MONTCLAIR	ONTCLAIRM-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.1	1.1C-ay	Custom Attribute 2	C2.1	2.1C-ay	Custom Attribute 3	C3.1	3.1C-ay	Custom Attribute 4	C4.3	4.3C-ay	Custom Attribute 5	C5.1	5.1C-ay	Custom Attribute 6	C6.1	6.1C-ay	Custom Attribute 7	C7.1	7.1C-ay	Custom Attribute 8	C8.1	8.1C-ay	Custom Attribute 9	C9.1	9.1C-ay	Custom Attribute 10	C10.1	10.1C-ay	NESTLE WATERS NORTH 	NESTLE WATERS NORTH AMERICA	Core	Core	Core	1
128086	128086	PB PLUS PB CHOC 78G	B PLUS PB CHOC 78GP-ay	5000128086	432-128086	PB PLUS PB CHOC 78G	B PLUS PB CHOC 78GP-ay	POST	POST	OSTP-ay	LOYALTY	LOYALTY	OYALTYL-ay	SWEET SNACKS SINGLE SERVE	SWEET SNACKS SINGLE SERVE	WEET SNACKS SINGLE SERVES-ay	150	GOOD FOR YOU	OOD FOR YOUG-ay	150	GOOD FOR YOU	OOD FOR YOUG-ay	150	GOOD FOR YOU	OOD FOR YOUG-ay	POWERBAR	POWERBAR	OWERBARP-ay	POWERBAR	POWERBAR	OWERBARP-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.1	1.1C-ay	Custom Attribute 2	C2.1	2.1C-ay	Custom Attribute 3	C3.2	3.2C-ay	Custom Attribute 4	C4.4	4.4C-ay	Custom Attribute 5	C5.1	5.1C-ay	Custom Attribute 6	C6.1	6.1C-ay	Custom Attribute 7	C7.1	7.1C-ay	Custom Attribute 8	C8.3	8.3C-ay	Custom Attribute 9	C9.2	9.2C-ay	Custom Attribute 10	C10.1	10.1C-ay	POST	POST	Core	Core	Core	9
129426	129426	RED BULL ENERGY 355ML	ED BULL ENERGY 355MLR-ay	5000129426	432-129426	RED BULL ENERGY 355ML	ED BULL ENERGY 355MLR-ay	RED BULL CANADA LIMITED	RED BULL CANADA LIMITED	ED BULL CANADA LIMITEDR-ay	LOYALTY	LOYALTY	OYALTYL-ay	ALTERNATE BEVERAGES	ALTERNATE BEVERAGES	LTERNATE BEVERAGESA-ay	394	ENERGY DRINKS	NERGY DRINKSE-ay	394	ENERGY DRINKS	NERGY DRINKSE-ay	394	ENERGY DRINKS	NERGY DRINKSE-ay	RED BULL	RED BULL	ED BULLR-ay	RED BULL	RED BULL	ED BULLR-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.2	1.2C-ay	Custom Attribute 2	C2.1	2.1C-ay	Custom Attribute 3	C3.1	3.1C-ay	Custom Attribute 4	C4.4	4.4C-ay	Custom Attribute 5	C5.3	5.3C-ay	Custom Attribute 6	C6.1	6.1C-ay	Custom Attribute 7	C7.3	7.3C-ay	Custom Attribute 8	C8.2	8.2C-ay	Custom Attribute 9	C9.2	9.2C-ay	Custom Attribute 10	C10.1	10.1C-ay	RED BULL CANADA LIMI	RED BULL CANADA LIMITED	Core	Core	Core	2
129908	129908	SUPREME CHOC CARA NUT 50G	UPREME CHOC CARA NUT 50GS-ay	5000129908	432-129908	SUPREME CHOC CARA NUT 50G	UPREME CHOC CARA NUT 50GS-ay	UNKNOWN	UNKNOWN	NKNOWNU-ay	LOYALTY	LOYALTY	OYALTYL-ay	SWEET SNACKS SINGLE SERVE	SWEET SNACKS SINGLE SERVE	WEET SNACKS SINGLE SERVES-ay	150	GOOD FOR YOU	OOD FOR YOUG-ay	150	GOOD FOR YOU	OOD FOR YOUG-ay	150	GOOD FOR YOU	OOD FOR YOUG-ay	NA	NA	AN-ay	NA	NA	AN-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.2	1.2C-ay	Custom Attribute 2	C2.1	2.1C-ay	Custom Attribute 3	C3.3	3.3C-ay	Custom Attribute 4	C4.4	4.4C-ay	Custom Attribute 5	C5.2	5.2C-ay	Custom Attribute 6	C6.1	6.1C-ay	Custom Attribute 7	C7.3	7.3C-ay	Custom Attribute 8	C8.1	8.1C-ay	Custom Attribute 9	C9.1	9.1C-ay	Custom Attribute 10	C10.1	10.1C-ay	UNKNOWN/INCONNU	UNKNOWN/INCONNU	Core	Core	Core	5
132824	132824	COKE 414ML	OKE 414MLC-ay	5000132824	432-132824	COKE 414ML	OKE 414MLC-ay	COCA-COLA REFRESHMENTS CANADA CO	COCA-COLA REFRESHMENTS CANADA CO	OCA-COLA REFRESHMENTS CANADA COC-ay	LOYALTY	LOYALTY	OYALTYL-ay	PACKAGED SOFT DRINKS	PACKAGED SOFT DRINKS	ACKAGED SOFT DRINKSP-ay	260	PSD OTHER	SD OTHERP-ay	260	PSD OTHER	SD OTHERP-ay	260	PSD OTHER	SD OTHERP-ay	COKE	COKE	OKEC-ay	COKE	COKE	OKEC-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.1	1.1C-ay	Custom Attribute 2	C2.2	2.2C-ay	Custom Attribute 3	C3.1	3.1C-ay	Custom Attribute 4	C4.1	4.1C-ay	Custom Attribute 5	C5.1	5.1C-ay	Custom Attribute 6	C6.1	6.1C-ay	Custom Attribute 7	C7.1	7.1C-ay	Custom Attribute 8	C8.1	8.1C-ay	Custom Attribute 9	C9.3	9.3C-ay	Custom Attribute 10	C10.2	10.2C-ay	COCA-COLA REFRESHMEN	COCA-COLA REFRESHMENTS CANADA CO	Core	Core	Core	6
133175	133175	HD KING SIZE CHEESE STICKS 65G	D KING SIZE CHEESE STICKS 65GH-ay	5000133175	432-133175	HD KING SIZE CHEESE STICKS 65G	D KING SIZE CHEESE STICKS 65GH-ay	OLD DUTCH FOODS LTD	OLD DUTCH FOODS LTD	LD DUTCH FOODS LTDO-ay	LOYALTY	LOYALTY	OYALTYL-ay	SALTY SNACKS	SALTY SNACKS	ALTY SNACKSS-ay	302	SINGLE SERVE EXTRUDED	INGLE SERVE EXTRUDEDS-ay	302	SINGLE SERVE EXTRUDED	INGLE SERVE EXTRUDEDS-ay	302	SINGLE SERVE EXTRUDED	INGLE SERVE EXTRUDEDS-ay	HUMPTY DUMPTY	HUMPTY DUMPTY	UMPTY DUMPTYH-ay	HUMPTY DUMPTY	HUMPTY DUMPTY	UMPTY DUMPTYH-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.1	1.1C-ay	Custom Attribute 2	C2.2	2.2C-ay	Custom Attribute 3	C3.1	3.1C-ay	Custom Attribute 4	C4.1	4.1C-ay	Custom Attribute 5	C5.1	5.1C-ay	Custom Attribute 6	C6.1	6.1C-ay	Custom Attribute 7	C7.1	7.1C-ay	Custom Attribute 8	C8.1	8.1C-ay	Custom Attribute 9	C9.4	9.4C-ay	Custom Attribute 10	C10.2	10.2C-ay	OLD DUTCH FOODS LTD	OLD DUTCH FOODS LTD	Core	Core	Core	9
133247	133247	RED BULL ENERGY 473ML	ED BULL ENERGY 473MLR-ay	5000133247	432-133247	RED BULL ENERGY 473ML	ED BULL ENERGY 473MLR-ay	RED BULL CANADA LIMITED	RED BULL CANADA LIMITED	ED BULL CANADA LIMITEDR-ay	LOYALTY	LOYALTY	OYALTYL-ay	ALTERNATE BEVERAGES	ALTERNATE BEVERAGES	LTERNATE BEVERAGESA-ay	394	ENERGY DRINKS	NERGY DRINKSE-ay	394	ENERGY DRINKS	NERGY DRINKSE-ay	394	ENERGY DRINKS	NERGY DRINKSE-ay	RED BULL	RED BULL	ED BULLR-ay	RED BULL	RED BULL	ED BULLR-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.1	1.1C-ay	Custom Attribute 2	C2.1	2.1C-ay	Custom Attribute 3	C3.2	3.2C-ay	Custom Attribute 4	C4.2	4.2C-ay	Custom Attribute 5	C5.3	5.3C-ay	Custom Attribute 6	C6.2	6.2C-ay	Custom Attribute 7	C7.3	7.3C-ay	Custom Attribute 8	C8.1	8.1C-ay	Custom Attribute 9	C9.1	9.1C-ay	Custom Attribute 10	C10.2	10.2C-ay	RED BULL CANADA LIMI	RED BULL CANADA LIMITED	Core	Core	Core	9
133289	133289	DRMSTK COOKIE DOUGH 180ML	RMSTK COOKIE DOUGH 180MLD-ay	5000133289	432-133289	DRMSTK COOKIE DOUGH 180ML	RMSTK COOKIE DOUGH 180MLD-ay	NESTLE CANADA - ICE CREAM DIV	NESTLE CANADA - ICE CREAM DIV	ESTLE CANADA - ICE CREAM DIVN-ay	LOYALTY	LOYALTY	OYALTYL-ay	FROZEN	FROZEN	ROZENF-ay	214	NOVELTIES	OVELTIESN-ay	214	NOVELTIES	OVELTIESN-ay	214	NOVELTIES	OVELTIESN-ay	DRUMSTICK	DRUMSTICK	RUMSTICKD-ay	DRUMSTICK	DRUMSTICK	RUMSTICKD-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.1	1.1C-ay	Custom Attribute 2	C2.1	2.1C-ay	Custom Attribute 3	C3.1	3.1C-ay	Custom Attribute 4	C4.2	4.2C-ay	Custom Attribute 5	C5.1	5.1C-ay	Custom Attribute 6	C6.3	6.3C-ay	Custom Attribute 7	C7.3	7.3C-ay	Custom Attribute 8	C8.3	8.3C-ay	Custom Attribute 9	C9.1	9.1C-ay	Custom Attribute 10	C10.2	10.2C-ay	NESTLE CANADA - ICE 	NESTLE CANADA - ICE CREAM DIV	Core	Core	Core	3
133298	133298	VACHON JOS LOUIS SUPER 80G	ACHON JOS LOUIS SUPER 80GV-ay	5000133298	432-133298	VACHON JOS LOUIS SUPER 80G	ACHON JOS LOUIS SUPER 80GV-ay	SAPUTO DAIRY PRODUCTS CANADA G.P.	SAPUTO DAIRY PRODUCTS CANADA G.P.	APUTO DAIRY PRODUCTS CANADA G.P.S-ay	LOYALTY	LOYALTY	OYALTYL-ay	SWEET SNACKS SINGLE SERVE	SWEET SNACKS SINGLE SERVE	WEET SNACKS SINGLE SERVES-ay	292	SNACK CAKES	NACK CAKESS-ay	292	SNACK CAKES	NACK CAKESS-ay	292	SNACK CAKES	NACK CAKESS-ay	VACHON	VACHON	ACHONV-ay	VACHON	VACHON	ACHONV-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.1	1.1C-ay	Custom Attribute 2	C2.1	2.1C-ay	Custom Attribute 3	C3.4	3.4C-ay	Custom Attribute 4	C4.2	4.2C-ay	Custom Attribute 5	C5.1	5.1C-ay	Custom Attribute 6	C6.1	6.1C-ay	Custom Attribute 7	C7.2	7.2C-ay	Custom Attribute 8	C8.1	8.1C-ay	Custom Attribute 9	C9.3	9.3C-ay	Custom Attribute 10	C10.1	10.1C-ay	SAPUTO DAIRY PRODUCT	SAPUTO DAIRY PRODUCTS CANADA G.P.	Core	Core	Core	10
133784	133784	KLLGG RICE KRIS SQR LRG 62G	LLGG RICE KRIS SQR LRG 62GK-ay	5000133784	432-133784	KLLGG RICE KRIS SQR LRG 62G	LLGG RICE KRIS SQR LRG 62GK-ay	KELLOGG CANADA INC	KELLOGG CANADA INC	ELLOGG CANADA INCK-ay	LOYALTY	LOYALTY	OYALTYL-ay	SWEET SNACKS SINGLE SERVE	SWEET SNACKS SINGLE SERVE	WEET SNACKS SINGLE SERVES-ay	224	OTHER SWEET SNACKS	THER SWEET SNACKSO-ay	224	OTHER SWEET SNACKS	THER SWEET SNACKSO-ay	224	OTHER SWEET SNACKS	THER SWEET SNACKSO-ay	RICE KRISPIES	RICE KRISPIES	ICE KRISPIESR-ay	RICE KRISPIES	RICE KRISPIES	ICE KRISPIESR-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.1	1.1C-ay	Custom Attribute 2	C2.1	2.1C-ay	Custom Attribute 3	C3.1	3.1C-ay	Custom Attribute 4	C4.2	4.2C-ay	Custom Attribute 5	C5.1	5.1C-ay	Custom Attribute 6	C6.1	6.1C-ay	Custom Attribute 7	C7.1	7.1C-ay	Custom Attribute 8	C8.1	8.1C-ay	Custom Attribute 9	C9.4	9.4C-ay	Custom Attribute 10	C10.1	10.1C-ay	KELLOGG CANADA INC	KELLOGG CANADA INC	Core	Core	Core	10
135700	135700	NESTLE SUPER DRUMSTICK TC	ESTLE SUPER DRUMSTICK TCN-ay	5000135700	432-135700	NESTLE SUPER DRUMSTICK TC	ESTLE SUPER DRUMSTICK TCN-ay	NESTLE CANADA - ICE CREAM DIV	NESTLE CANADA - ICE CREAM DIV	ESTLE CANADA - ICE CREAM DIVN-ay	LOYALTY	LOYALTY	OYALTYL-ay	FROZEN	FROZEN	ROZENF-ay	214	NOVELTIES	OVELTIESN-ay	214	NOVELTIES	OVELTIESN-ay	214	NOVELTIES	OVELTIESN-ay	DRUMSTICK	DRUMSTICK	RUMSTICKD-ay	DRUMSTICK	DRUMSTICK	RUMSTICKD-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.1	1.1C-ay	Custom Attribute 2	C2.1	2.1C-ay	Custom Attribute 3	C3.1	3.1C-ay	Custom Attribute 4	C4.3	4.3C-ay	Custom Attribute 5	C5.1	5.1C-ay	Custom Attribute 6	C6.1	6.1C-ay	Custom Attribute 7	C7.1	7.1C-ay	Custom Attribute 8	C8.1	8.1C-ay	Custom Attribute 9	C9.1	9.1C-ay	Custom Attribute 10	C10.1	10.1C-ay	NESTLE CANADA - ICE 	NESTLE CANADA - ICE CREAM DIV	Core	Core	Core	9
135718	135718	LACTANTIA 2PCT 2L	ACTANTIA 2PCT 2LL-ay	5000135718	432-135718	LACTANTIA 2PCT 2L	ACTANTIA 2PCT 2LL-ay	PARMALAT	PARMALAT	ARMALATP-ay	LOYALTY	LOYALTY	OYALTYL-ay	DAIRY	DAIRY	AIRYD-ay	123	FLUID MILK 2L	LUID MILK 2LF-ay	123	FLUID MILK 2L	LUID MILK 2LF-ay	123	FLUID MILK 2L	LUID MILK 2LF-ay	PARMALAT	PARMALAT	ARMALATP-ay	PARMALAT	PARMALAT	ARMALATP-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.1	1.1C-ay	Custom Attribute 2	C2.1	2.1C-ay	Custom Attribute 3	C3.2	3.2C-ay	Custom Attribute 4	C4.4	4.4C-ay	Custom Attribute 5	C5.1	5.1C-ay	Custom Attribute 6	C6.1	6.1C-ay	Custom Attribute 7	C7.1	7.1C-ay	Custom Attribute 8	C8.3	8.3C-ay	Custom Attribute 9	C9.2	9.2C-ay	Custom Attribute 10	C10.1	10.1C-ay	PARMALAT	PARMALAT	Core	Core	Core	9
135738	135738	LACTANTIA 2PCT 4L	ACTANTIA 2PCT 4LL-ay	5000135738	432-135738	LACTANTIA 2PCT 4L	ACTANTIA 2PCT 4LL-ay	PARMALAT	PARMALAT	ARMALATP-ay	LOYALTY	LOYALTY	OYALTYL-ay	DAIRY	DAIRY	AIRYD-ay	124	FLUID MILK 4L	LUID MILK 4LF-ay	124	FLUID MILK 4L	LUID MILK 4LF-ay	124	FLUID MILK 4L	LUID MILK 4LF-ay	PARMALAT	PARMALAT	ARMALATP-ay	PARMALAT	PARMALAT	ARMALATP-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.2	1.2C-ay	Custom Attribute 2	C2.1	2.1C-ay	Custom Attribute 3	C3.1	3.1C-ay	Custom Attribute 4	C4.4	4.4C-ay	Custom Attribute 5	C5.3	5.3C-ay	Custom Attribute 6	C6.1	6.1C-ay	Custom Attribute 7	C7.3	7.3C-ay	Custom Attribute 8	C8.2	8.2C-ay	Custom Attribute 9	C9.2	9.2C-ay	Custom Attribute 10	C10.1	10.1C-ay	PARMALAT	PARMALAT	Core	Core	Core	2
135767	135767	COOLSTOP SLUSH REGULAR	OOLSTOP SLUSH REGULARC-ay	5000135767	432-135767	COOLSTOP SLUSH REGULAR	OOLSTOP SLUSH REGULARC-ay	SUNCOR HEAD OFFICE	SUNCOR HEAD OFFICE	UNCOR HEAD OFFICES-ay	LOYALTY	LOYALTY	OYALTYL-ay	FOUNTAIN	FOUNTAIN	OUNTAINF-ay	290	SLUSH	LUSHS-ay	290	SLUSH	LUSHS-ay	290	SLUSH	LUSHS-ay	COOL STOP	COOL STOP	OOL STOPC-ay	COOL STOP	COOL STOP	OOL STOPC-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	1	Custom Attribute 1	C1.2	1.2C-ay	Custom Attribute 2	C2.1	2.1C-ay	Custom Attribute 3	C3.3	3.3C-ay	Custom Attribute 4	C4.4	4.4C-ay	Custom Attribute 5	C5.2	5.2C-ay	Custom Attribute 6	C6.1	6.1C-ay	Custom Attribute 7	C7.3	7.3C-ay	Custom Attribute 8	C8.1	8.1C-ay	Custom Attribute 9	C9.1	9.1C-ay	Custom Attribute 10	C10.1	10.1C-ay	SUNCOR HEAD OFFICE	SUNCOR HEAD OFFICE	Core	Core	Core	6
136535	136535	TORONTO STAR THUR TO FRI	ORONTO STAR THUR TO FRIT-ay	5000136535	432-136535	TORONTO STAR THUR TO FRI	ORONTO STAR THUR TO FRIT-ay	NEWSPAPER	NEWSPAPER	EWSPAPERN-ay	LOYALTY	LOYALTY	OYALTYL-ay	PUBLICATIONS	PUBLICATIONS	UBLICATIONSP-ay	213	NEWSPAPERS	EWSPAPERSN-ay	213	NEWSPAPERS	EWSPAPERSN-ay	213	NEWSPAPERS	EWSPAPERSN-ay	GENERIC	GENERIC	ENERICG-ay	GENERIC	GENERIC	ENERICG-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.1	1.1C-ay	Custom Attribute 2	C2.2	2.2C-ay	Custom Attribute 3	C3.1	3.1C-ay	Custom Attribute 4	C4.1	4.1C-ay	Custom Attribute 5	C5.1	5.1C-ay	Custom Attribute 6	C6.1	6.1C-ay	Custom Attribute 7	C7.1	7.1C-ay	Custom Attribute 8	C8.1	8.1C-ay	Custom Attribute 9	C9.3	9.3C-ay	Custom Attribute 10	C10.2	10.2C-ay	NEWSPAPER	NEWSPAPER	Core	Core	Core	2
136980	136980	PARL CHOC CHIP SWICH 180ML	ARL CHOC CHIP SWICH 180MLP-ay	5000136980	432-136980	PARL CHOC CHIP SWICH 180ML	ARL CHOC CHIP SWICH 180MLP-ay	NESTLE CANADA - ICE CREAM DIV	NESTLE CANADA - ICE CREAM DIV	ESTLE CANADA - ICE CREAM DIVN-ay	LOYALTY	LOYALTY	OYALTYL-ay	FROZEN	FROZEN	ROZENF-ay	214	NOVELTIES	OVELTIESN-ay	214	NOVELTIES	OVELTIESN-ay	214	NOVELTIES	OVELTIESN-ay	PARLOUR	PARLOUR	ARLOURP-ay	PARLOUR	PARLOUR	ARLOURP-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.1	1.1C-ay	Custom Attribute 2	C2.2	2.2C-ay	Custom Attribute 3	C3.1	3.1C-ay	Custom Attribute 4	C4.1	4.1C-ay	Custom Attribute 5	C5.1	5.1C-ay	Custom Attribute 6	C6.1	6.1C-ay	Custom Attribute 7	C7.1	7.1C-ay	Custom Attribute 8	C8.1	8.1C-ay	Custom Attribute 9	C9.4	9.4C-ay	Custom Attribute 10	C10.2	10.2C-ay	NESTLE CANADA - ICE 	NESTLE CANADA - ICE CREAM DIV	Core	Core	Core	1
168970	168970	KK PEANUTS SALTED	K PEANUTS SALTEDK-ay	5000168970	432-168970	KK PEANUTS SALTED	K PEANUTS SALTEDK-ay	KRISPY KERNEL	KRISPY KERNEL	RISPY KERNELK-ay	LOYALTY	LOYALTY	OYALTYL-ay	SALTY SNACKS	SALTY SNACKS	ALTY SNACKSS-ay	223	NUTS	UTSN-ay	223	NUTS	UTSN-ay	223	NUTS	UTSN-ay	KRISPY KERNEL	KRISPY KERNEL	RISPY KERNELK-ay	KRISPY KERNEL	KRISPY KERNEL	RISPY KERNELK-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.1	1.1C-ay	Custom Attribute 2	C2.1	2.1C-ay	Custom Attribute 3	C3.2	3.2C-ay	Custom Attribute 4	C4.2	4.2C-ay	Custom Attribute 5	C5.3	5.3C-ay	Custom Attribute 6	C6.2	6.2C-ay	Custom Attribute 7	C7.3	7.3C-ay	Custom Attribute 8	C8.1	8.1C-ay	Custom Attribute 9	C9.1	9.1C-ay	Custom Attribute 10	C10.2	10.2C-ay	KRISPY KERNEL	KRISPY KERNEL	Core	Core	Core	2
